Id	Label
5296	The cutlery industry
5297	The abrasives industry
5299	The chemical industry
5300	The petroleum industry
5301	The paper industry
5302	The pharmaceuticals industry
5303	The plastics industry
5304	The rubber industry
5305	The surface-coating industry
5306	The dye and pigment industry
5307	The man-made fibre industry
5308	Production of industrial and residential gases
5309	The cosmetics and personal care industry
5312	Hotels and motels
5313	Restaurants
5314	Food service systems
5315	The transportation industry 
5316	Security and protection systems
5323	Preconstruction planning: design programming, drafting
5325	Surveying procedures: techniques for laying out building foundations
5327	Building materials
5339	Testing of building materials
5341	Construction machinery
5344	Construction techniques
5349	Building components
5363	Acoustics and sound-control techniques
5366	Dams
5367	Aqueducts
5368	Bridges
5369	Underground construction
5370	Harbour and hydraulic works
5371	Lighthouses and lightships
5375	Primitive transportation; e.g., travois, slide car, sledge, pack animal, dugout
5377	The wheel and the road
5380	Sails and oars: beginnings of shipping and shipbuilding, growth of inland waterways
5382	Steam transportation
5386	Development of modem transportation
5392	Nonwheeled transportation devices; e.g., bridles, saddles, harnesses, stirrups
5393	Animal-drawn wheeled vehicles: wagons, coaches, and carriages
5394	Bicycles
5395	Automobiles
5396	Trucks and buses
5400	Types of ships and other waterborne vessels
5402	Ship design and construction
5409	Canals and inland waterways
5411	Harbour works: docks and quays, bulk terminals
5414	Aircraft: configurations, flight characteristics, missions, and special uses
5419	Airports
5421	Air transport industry
5423	Space travel 
5425	Aeronautical and space research
5433	Writing and reproducing machines
5435	Calculating and accounting machines
5436	Miscellaneous office machines
5438	Types of computers: analogue and digital computers, hybrid computer systems
5439	Programming systems
5441	Computer languages
5442	Applications of microcomputers, minicomputers, and supercomputers
5443	Developments in artificial intelligence
5446	Simple recording implements and devices; e.g., writing implements, slates, chalkboards
5448	Typewriters and word processors
5450	Printing machines and processes
5452	Production of printing plates: engraving and other techniques
5456	Mechanical systems: phonographs
5457	Magnetic systems: audio tape recorders, video tape recorders and players
5458	Optical systems: audio and video disk players
5459	Auxiliary equipment
5460	High-fidelity concepts and systems
5462	Still photography
5463	Motion-picture and television photography 
5464	Holography: laser photography 
5466	Elements of information processing
5473	Types of information systems
5484	Book, newspaper, and magazine publishing
5485	Postal systems and equipment
5486	Telegraph systems and equipment
5487	Telephone and telecommunications systems and equipment
5488	Radio communications systems and equipment
5489	Television communications systems and equipment
5490	Communications satellite systems and equipment
5491	Electronic networks
5492	Encryption and decryption techniques and devices
5495	Radar systems and equipment
5496	Sonar systems and equipment
5498	Components
5503	Sensing devices and transducers
5506	Circuitry
5510	Early hand-powered weapons
5515	Gunpowder weapons
5523	Explosives: e.g., grenades, mines, depth charges, bombs, missile warheads
5525	Self-propelled missiles
5534	Nuclear weapons
5537	Chemical and biological weapons
5540	Personal protection
5549	Fortification
5556	Missile defense: surface-to-air missiles, rapid-fire guns
5559	Land vehicles
5564	Surface ships and craft
5570	Submarines
5573	Aircraft
5582	Tactical support: e.g., fortification
5583	Strategic support: e.g., roads, bridges, ports, airfields
5584	Ancillary support: e.g., maps, bomb disposal
5587	Electromagnetic sensors and transmitters
5589	Electronic countermeasures: radar jammers, infrared flares, chaff
5592	Water-supply systems
5594	Sanitation systems
5597	Urban transportation systems
5599	Interurban transportation systems 
5601	Technology of electric power
5603	Fire prevention and control
5606	Police technology
5609	Design, construction, and maintenance of recreational facilities
5613	Control of air, water, land, and other pollution
5614	The planning of cities and urban environments
5618	Types and purposes of exploration
5623	Methods of exploration
5627	Platforms for exploratory work
5632	Navigational methods and systems for establishing the precise location of discoveries
5634	Developments in oceanographic sampling and measurement techniques
5638	History of space flight prior to Sputnik I
5641	Space programs since 1957
5652	Elements of space flight
5661	Contributions of space exploration to advances in the physical sciences
5664	Systems used in undersea exploration
5665	Systems used in space exploration
5210	Horticultural crops: vegetables and legumes, fruits and nuts, flowers
5211	Cereals
5212	Forest crops: trees, rubber
5213	Production of other major field crops; e.g., coffee, tea, cocoa, sugar, tobacco
5218	Cattle
5219	Swine
5220	Sheep and goats
5221	Horses
5222	Poultry
5223	Bees
5224	Other livestock; e.g., buffalo, asses and mules, camels
5243	Milk production and handling techniques
5244	Dairy products: fluid and concentrated milk, dried milk, ice cream, butter, and cheese
5246	Technology of brewing
5247	Technology of wine making
5248	Technology of producing distilled liquor
5249	Technology of producing nonalcoholic beverages: soft drinks, coffee, tea
5262	Low-temperature preservation: refrigeration and freezing
5263	Preservation by drying and by smoking
5264	High-temperature preservation: canning and pasteurization
5265	Fermentation and pickling
5266	Chemical preservation
5267	Preservation by heat radiation and by ionizing radiation
5328	Earth, clay, and sod
5329	Vegetable matter: thatch, reeds, and other materials
5330	Lumber
5331	Bricks and tiles: other fired clay and ceramics 
5332	Stone
5333	Mortar, cement, portland cement, and plaster
5334	Metals; e.g., iron, steel, aluminum, copper
5335	Glass
5336	Concrete, reinforced concrete, and prestressed concrete
5337	Composition materials, plastics
5338	Structural fabrics
5342	Transport machinery
5343	Lifting machinery; e.g., cranes, cables, ropes
5345	Wood and timber construction
5346	Masonry construction
5347	Concrete construction
5348	Steel construction
5350	Foundations and footings
5351	Structural systems
5352	Floor systems
5353	Roof systems
5354	Space-enclosure systems
5355	Interior finishes: e.g., carpeting, hardware, ceiling systems
5356	Auxiliary systems
5383	The railroad
5385	Steam navigation: the first steamships, introduction of iron ships, decline of sailing fleets
5387	Construction of road vehicles, roads, bridges, and tunnels
5388	Development of mass urban transport and traffic networks
5389	Development of the air transport industry
5403	Ship design
5405	Shipbuilding, shipyard layout and construction
5407	Power units for propulsion
5415	Lighter-than-air craft: balloons, airships
5416	Heavier-than-air craft
5418	Air-cushion machines
5453	Mechanical techniques: woodcut, mechanical engraving, etching, lithography
5454	Photomechanical techniques: photoengraving
5467	Recording and storage
5469	Organization and retrieval
5471	Display and dissemination
5474	Organizational systems
5478	Public information utilities (on-line data base search systems)
5479	Educational and reference systems
5499	Active components: vacuum and gas-filled tubes, semiconductor devices
5500	Passive components
5502	Integrated circuits: miniature arrays of interconnected active or passive circuit elements
5511	Construction materials: wood, stone, precious metals, copper, bronze, iron
5512	Shock weapons: e.g., mace, axe, sword, halber
5513	Missile weapons: e.g., spear, javelin, sling, arrow
5514	Mechanical weapons: e.g., ballista, catapult, ram, crossbow
5516	Construction materials: cast bronze, cast or wrought iron, forged or stamped steel
5517	Loading: muzzle-, breech-, automatic
5518	Artillery: e.g., cannon, howitzer, mortar
5519	Small arms: e.g., musket, rifle, pistol, machine gun
5520	Ammunition
5526	Basing
5530	Propulsion: rocket, jet, propeller
5531	Guidance: free-flight, energy-sensing, command, inertial
5532	Payloads: e.g., single-warhead, cluster bomblet, multiple reentry vehicle
5533	Warheads: e.g., high-explosive, antipersonnel, nuclear
5535	Energy sources: fission, fusion
5536	Effects: blast, heat, radioactive fallout
5541	Armour against early hand-powered weapons
5545	Armour against gunpowder and explosive weapons
5548	Protection against nuclear and chemical weapons: e.g., gas mask, overgarments
5550	Field fortification: e.g., log breastwork, wooden pallisade, trench, foxhole
5551	Permanent fortification before gunpowder: masonry citadel, motte-and-bailey castle
5552	Permanent fortification in the early gunpowder era: sunken profile, bastioned trace
5553	Permanent fortification in the modem gunpowder era
5555	Antinuclear fortification: e.g., hardened missile silos, bomb shelters
5560	Animal mounts: e.g., horses, elephants, camels
5561	Man- and animal-powered vehicles: e.g., chariots, siege towers
5562	Steam power: e.g., railroad cars, early tanks
5563	Internal combustion: e.g., tanks, armoured personnel carriers
5565	Oar-powered: e.g., galleys, longboats
5566	Sail-powered: e.g., galleons, ships of the line, frigates
5567	Steam-powered: e.g., battleships, cruisers, aircraft carriers
5568	Internal combustion: e.g., gunboats, landing craft
5569	Nuclear-powered: e.g., aircraft carriers, cruisers
5571	Propulsion: steam turbine, diesel-electric, nuclear
5572	Vessels: attack, strategic missile launching
5574	Fixed-wing airplanes
5578	Helicopters
5595	Development and operation of sewage disposal systems
5596	Construction and operation of street clearance and refuse disposal systems
5607	Traffic control technology 
5608	Crime control technology
5619	Scientific exploration: the determination of the properties of the Earth's interior
5620	Resource exploration
5622	Exploration for construction: the planning of tunnels, foundations, and other works
5624	Indirect methods: geophysical and geochemical methods
5625	Direct methods: on-site testing by means of excavation, boring, and sampling of soil and rock
5628	Surface vessels; e.g., deep-sea drilling ships and twin-hull vessels
5629	Submersibles
5630	Aircraft and satellites: application of remote sensing and satellite telemetry
5631	Buoys and other unmanned units; e.g., the Self-Propelled Underwater Research Vehicle (SPURV)
5642	Space launch vehicles
5644	Unmanned space probes
5649	Manned space programs
5651	The use of Earth-oriented satellites: communications, Earth survey, and navigation satellites
5653	The environment of space: the definition of space, characteristics affecting space flight
5654	Technology of spacecraft subsystems
5655	Launch principles and techniques: gravitational forces, staging techniques, and acceleration rates
5656	Mechanics and techniques of space flight
5357	Plumbing systems
5358	Heating, ventiliating, and air-conditioning systems
5359	Electrical wiring
5360	Systems for illumination: interior and exterior lighting
5361	Vertical transport systems; e.g., elevators, moving stairways
5362	Life-safety systems
5475	Management-oriented systems (executive, command and control, and decision support)
5476	Administration-oriented systems (financial, personnel, and project management)
5477	Service-oriented systems (manufacturing, transaction processing, and expert)
5480	Dictionaries and lexicons
5481	Encyclopaedias
5482	Atlases and map collections
5521	Propellant: black powder, smokeless powder
5522	Projectiles: e.g., cannonball, shrapnel, shell, bullet
5527	Land: e.g., barrage rocket, ballistic missile, surface-to-air missile
5528	Sea: e.g., torpedo, submarine-launched ballistic missile, antiship missile
5529	Air: e.g., air-to-air missile, cruise missile
5542	Materials: e.g., leather, bronze, iron
5543	Construction: e.g., mail, scale, brigandine, plate
5544	Protection: e.g., shield, helmet, cuirrass, greave
5546	Materials: steel, plastic, Kevlar
5547	Protection: e.g., helmet, flak jacket, bullet-proof vest
5575	Propulsion: internal combustion/propeller, jet
5576	Configuration: e.g., biplane, monowing, variable-geometry wing
5577	Types: e.g., tighter, bomber, early
5579	Propulsion: internal combustion, gas turbine
5580	Types: e.g., attack, naval antisubmarine, transport
5645	The use of sounding rockets to explore the upper atmosphere of Earth
5646	The use of orbiting satellites for scientific purposes
5648	The use of unmanned spacecraft to probe the Moon and planets
5657	Types of trajectories: suborbital, Earth orbital, Earth escape, and interplanetary
5658	Navigation in space
5659	Rendezvous and docking
5660	Re-entry and recovery
